x,y,z,vx,vy,vz,mass,radius
-13.2617715259,22.3294069819,42.7261395381,-0.4991508121270152,0,0,1,1
-20.2116206404,25.2749490175,38.1138733698,0.5335314933541797,0,0,1,1
-5.03088660458,26.5209261055,42.0871792649,0.18850968073261676,0,0,1,1
30.4450048642,7.26308021079,38.9916573727,-0.4241932255972236,0,0,1,1
24.9467324759,22.6297554742,36.9534126429,0.6485604979837725,0,0,1,1
33.3577208773,-9.3310414319,36.0582046651,-0.5538643193589838,0,0,1,1
18.3293781364,-27.6155998498,37.4354449963,0.18177623690691713,0,0,1,1
32.5172043597,-24.6386393182,28.9062082116,-0.11557564550438859,0,0,1,1
2.67084414619,-29.2976980491,40.4290920078,-0.43988906750509194,0,0,1,1
-13.3132277903,-28.8316740058,38.6198464501,0.4247220775476144,0,0,1,1
-27.5262105627,-25.7931033964,32.8180369498,-0.2508462645402283,0,0,1,1
-39.0897637037,-7.04835881604,30.3695737801,0.3718796553100743,0,0,1,1
-38.7795363581,-20.5094064651,23.9898271419,-0.0912910464761103,0,0,1,1
-36.5561988573,6.13685501228,33.5556751633,-0.7160513432921731,0,0,1,1
-34.0947630644,-12.568252435,-34.345103906,0.6051672825281043,0,0,1,1
-33.2674206063,-23.3216677274,-29.1440995848,0.4507950385042232,0,0,1,1
-18.6940677239,-37.8143805985,-26.844076663,0.01652535163297597,0,0,1,1
-31.116951263,-33.184967632,-20.7483316765,0.6047769031856176,0,0,1,1
0.113436955409,-38.9273330458,-31.3791311862,-0.8153233813043321,0,0,1,1
19.0531469555,-39.7350019197,-23.6242928684,0.45959342284211213,0,0,1,1
36.0655660721,-25.2406462545,-23.7104348453,0.6197058021761275,0,0,1,1
32.6950089077,-35.0847209512,-14.1456264727,0.39606909466581164,0,0,1,1
39.4207131019,-12.4613631918,-28.1197760649,0.5944584624331437,0,0,1,1
39.9470837456,2.63522411391,-29.9547340848,-0.884448031579472,0,0,1,1
36.5793557631,16.811330919,-29.6534970061,-0.8606937274050466,0,0,1,1
31.3747959521,26.712973586,-28.3202969822,-0.27689012066087537,0,0,1,1
20.7503677774,38.7749376581,-23.7892086189,-0.7816289438273865,0,0,1,1
33.0851617209,32.3363841655,-18.9665582803,0.5373294849547374,0,0,1,1
4.44703447729,40.5968446566,-28.8464917847,-0.19429082700477895,0,0,1,1
-10.9396257626,35.1152985006,-33.8709373857,0.41570785709277547,0,0,1,1
-21.4726180136,39.6203456113,-21.6599835938,0.529632508255953,0,0,1,1
-40.5404343245,24.3965132112,-16.1642608217,0.8379208707570822,0,0,1,1
-32.8036446162,36.8193705264,-8.26164958928,0.6982698218663386,0,0,1,1
-43.7172552479,10.3193800685,-21.9616025962,0.7618640198030462,0,0,1,1
-42.6856954587,-2.58984064452,-25.9079935278,-0.4769385043870089,0,0,1,1
-32.3736324633,17.344539303,33.9280839055,0.32119762520374184,0,0,1,1
-28.5196251071,27.2728322162,30.7054328524,0.5073076988302403,0,0,1,1
-12.4928591167,33.5205852168,34.9327759821,0.5524435142459123,0,0,1,1
-21.6001639581,37.3680786328,25.240039942,0.14327974015856593,0,0,1,1
40.5736049573,11.1874966135,26.9930083595,0.08767271492226736,0,0,1,1
34.7667937481,25.0736926382,25.7406291679,-0.6936199722881005,0,0,1,1
44.5522290624,-3.70752243805,22.3909169742,-0.47114314609539365,0,0,1,1
16.8203977299,-38.0205297943,27.7761324589,-0.27536728199880467,0,0,1,1
27.9955903824,-36.4653763565,19.6601944629,0.28185782853704566,0,0,1,1
3.33837305234,-40.0825823005,29.7025564806,0.3170669599789331,0,0,1,1
-35.7251750275,-31.607573274,14.9891020738,0.5025635759624123,0,0,1,1
-24.8382848877,-36.8811920074,22.8656353498,-0.39021788136112145,0,0,1,1
-46.4123323072,-13.2014367363,13.1002854132,-0.9684645073033677,0,0,1,1
-43.1027552583,-24.8375470153,5.02481317152,-0.3643578283369775,0,0,1,1
-46.0127719678,-0.164915720297,19.5652145054,0.5085764161959065,0,0,1,1
-42.4069599854,11.2954494021,23.9596028265,0.9300846005787635,0,0,1,1
-40.0440871183,-11.2355725894,-27.7530718201,-0.4015312653025156,0,0,1,1
-41.1256549559,-17.9787601527,-22.0328093492,-0.2807787772016743,0,0,1,1
-40.3065114739,-26.4117504777,-13.3343379854,0.5526626380476172,0,0,1,1
-28.4157176423,-39.7619179783,-10.5611017208,0.08083453354006664,0,0,1,1
-36.7617556878,-33.7126335988,-3.46866755114,0.9247850552824577,0,0,1,1
-17.106361451,-44.9206111716,-13.7663026944,0.08078517695296461,0,0,1,1
-1.78411292131,-47.9781452541,-13.9611789998,0.006442165610441863,0,0,1,1
14.3463678223,-47.0513004886,-8.9641983826,-0.3476780040492904,0,0,1,1
27.5144192595,-41.7310683934,-1.21435726086,0.15213086063033443,0,0,1,1
41.6321862331,-27.1507082749,-5.44059827823,-0.1657243013937959,0,0,1,1
36.9794564069,-32.7884795261,7.57861558729,0.2963314051273196,0,0,1,1
42.4831163732,-21.6174813465,-15.0953411176,0.09690547644618253,0,0,1,1
46.2827984587,-11.0997158377,-15.319884959,0.8544784934911727,0,0,1,1
47.3060435401,4.66962307666,-15.5026728311,0.5126240449434365,0,0,1,1
42.2350653606,20.4597141753,-17.2510680786,0.9906494898128886,0,0,1,1
33.5013540327,36.7393928402,-5.2798003477,0.6917445261085222,0,0,1,1
43.8894630889,23.8917059127,-1.70335502818,-0.49310890911124705,0,0,1,1
19.1644517321,45.3529127093,-8.70844983868,0.13431274304502727,0,0,1,1
-3.33264461283,48.8188792417,-10.2766974007,0.5559861680499862,0,0,1,1
-21.3255912869,45.0964677689,3.39525419286,-0.03519751186886788,0,0,1,1
-40.6058562759,28.8764797903,4.16093150916,0.7407854284190061,0,0,1,1
-31.5486535961,36.0417197946,14.341439625,0.8361156434006458,0,0,1,1
-46.7163392357,17.4286532486,-3.71829185983,0.4106374628213656,0,0,1,1
-48.7397318721,3.79813588154,-10.488693954,0.4706309858372508,0,0,1,1
-46.4232294699,-8.72473877489,-16.3939836189,-0.9812346096104836,0,0,1,1
-36.3998231023,26.2259357526,22.0738119051,0.18861348920950416,0,0,1,1
-10.6588391066,45.3500488117,18.1593563123,0.7014297141725083,0,0,1,1
-1.72073780177,40.0851089548,29.8366067356,-0.5949488462455175,0,0,1,1
6.0588953789,31.3637177774,38.4656599315,0.949679385952988,0,0,1,1
26.5892592036,36.5064285193,21.4544161368,0.3902532361001989,0,0,1,1
17.6989481651,34.7775607156,31.2612940314,-0.14847854701016883,0,0,1,1
40.5308497968,26.3742107137,12.714213463,0.9012012455419631,0,0,1,1
31.1471172581,38.0199843884,9.18356540873,0.5292980857792136,0,0,1,1
45.2547252719,14.8199869702,15.2439439375,0.8544693286319529,0,0,1,1
43.0816404467,-19.9944429518,15.6267241438,-0.230694331886242,0,0,1,1
4.64203462101,-46.432860884,17.9566406853,-0.3221080319427958,0,0,1,1
14.3564563038,-43.8222343581,19.3262499793,-0.255888110148786,0,0,1,1
-30.5715157149,-39.1795561853,5.50861180518,0.1819335186813984,0,0,1,1
-20.9109688466,-44.0413202964,11.0947504905,-0.16178712068899292,0,0,1,1
-46.7286874339,-16.7902636356,-5.87510150951,-0.27094675906244214,0,0,1,1
-49.7772018003,-4.50486930695,1.39152199305,0.7057526186917846,0,0,1,1
3.94835750558,48.7562191002,10.3557506758,0.45543433355131313,0,0,1,1
9.80519552721,43.2096471194,23.1686110177,0.6376995373133871,0,0,1,1
18.7894363108,42.8929044681,17.5258617309,0.7288790579307975,0,0,1,1
18.9975018186,45.7076188447,7.06459511921,0.8857240357218521,0,0,1,1
-48.633656548,8.35424844712,8.06064412146,-0.9194063615075225,0,0,1,1
-43.6136004559,19.3226513148,14.9829570325,0.22231646787505777,0,0,1,1
-25.8924052653,-42.7272327117,-1.99171644157,-0.0027564082481426055,0,0,1,1
-17.279276069,-46.9122989014,-0.814143918038,0.972770806484162,0,0,1,1
-4.63775287016,-49.7601519716,1.55516046649,-0.5713402103093244,0,0,1,1
9.21402866854,-48.8247084565,5.59012699591,-0.05295867209679339,0,0,1,1
20.6775390775,-44.1763815093,10.9948485413,-0.6633539865117837,0,0,1,1
49.5397198412,5.32488191317,4.17873074864,0.2799355011628337,0,0,1,1
47.9540672932,-14.1561096358,-0.10949895171,-0.15546554178383487,0,0,1,1
-11.1940949513,-39.9641734583,27.8847104704,0.26611747093683236,0,0,1,1
-8.31848657316,-46.9073844199,15.1822286906,-0.094524713865338,0,0,1,1
-37.6805305155,18.5947959498,27.1000218386,-0.8709731309038202,0,0,1,1
